Full Name,Weight,Matchup,Outcome,Method,Round,Time
Ryo Chonan,WEIGHT: 170 lbs.,"Ryo Chonan

Hayato Sakurai",LOSS,U-DEC,3,5:00
Ryo Chonan,WEIGHT: 170 lbs.,"Ryo Chonan

Andrews Nakahara",WIN,U-DEC,2,5:00
Ryo Chonan,WEIGHT: 170 lbs.,"Ryo Chonan

TJ Grant",LOSS,S-DEC,3,5:00
Ryo Chonan,WEIGHT: 170 lbs.,"Ryo Chonan

Brad Blackburn",LOSS,U-DEC,3,5:00
Ryo Chonan,WEIGHT: 170 lbs.,"Ryo Chonan

Roan Carneiro",WIN,S-DEC,3,5:00
Ryo Chonan,WEIGHT: 170 lbs.,"Ryo Chonan

Karo Parisyan",LOSS,U-DEC,3,5:00
Ryo Chonan,WEIGHT: 170 lbs.,"Ryo Chonan

Paulo Filho",LOSS,SUB,1,2:30
Ryo Chonan,WEIGHT: 170 lbs.,"Ryo Chonan

Joey Villasenor",WIN,S-DEC,2,5:00
Ryo Chonan,WEIGHT: 170 lbs.,"Ryo Chonan

Dan Henderson",LOSS,KO/TKO,1,0:22
Ryo Chonan,WEIGHT: 170 lbs.,"Ryo Chonan

Phil Baroni",LOSS,KO/TKO,1,1:40
Ryo Chonan,WEIGHT: 170 lbs.,"Ryo Chonan

Antonio Schembri",WIN,U-DEC,2,5:00
Ryo Chonan,WEIGHT: 170 lbs.,"Ryo Chonan

Anderson Silva",WIN,SUB,3,3:08
Ryo Chonan,WEIGHT: 170 lbs.,"Ryo Chonan

Carlos Newton",WIN,U-DEC,2,5:00
Ryo Chonan,WEIGHT: 170 lbs.,"Ryo Chonan

Ricardo Almeida",LOSS,U-DEC,2,5:00
Katlyn Chookagian,WEIGHT: 125 lbs.,,,,,
Katlyn Chookagian,WEIGHT: 125 lbs.,"Katlyn Chookagian

Manon Fiorot",LOSS,U-DEC,3,5:00
Katlyn Chookagian,WEIGHT: 125 lbs.,"Katlyn Chookagian

Amanda Ribas",WIN,S-DEC ,3,5:00
Katlyn Chookagian,WEIGHT: 125 lbs.,"Katlyn Chookagian

Jennifer Maia",WIN,U-DEC,3,5:00
Katlyn Chookagian,WEIGHT: 125 lbs.,"Katlyn Chookagian

Viviane Araujo",WIN,U-DEC,3,5:00
Katlyn Chookagian,WEIGHT: 125 lbs.,"Katlyn Chookagian

Cynthia Calvillo",WIN,U-DEC,3,5:00
Katlyn Chookagian,WEIGHT: 125 lbs.,"Katlyn Chookagian

Jessica Andrade",LOSS,KO/TKO,1,4:55
Katlyn Chookagian,WEIGHT: 125 lbs.,"Katlyn Chookagian

Antonina Shevchenko",WIN,U-DEC,3,5:00
Katlyn Chookagian,WEIGHT: 125 lbs.,"Katlyn Chookagian

Valentina Shevchenko",LOSS,KO/TKO,3,1:03
Katlyn Chookagian,WEIGHT: 125 lbs.,"Katlyn Chookagian

Jennifer Maia",WIN,U-DEC,3,5:00
Katlyn Chookagian,WEIGHT: 125 lbs.,"Katlyn Chookagian

Joanne Wood",WIN,U-DEC,3,5:00
Katlyn Chookagian,WEIGHT: 125 lbs.,"Katlyn Chookagian

Jessica Eye",LOSS,S-DEC,3,5:00
Katlyn Chookagian,WEIGHT: 125 lbs.,"Katlyn Chookagian

Alexis Davis",WIN,U-DEC,3,5:00
Katlyn Chookagian,WEIGHT: 125 lbs.,"Katlyn Chookagian

Mara Romero Borella",WIN,U-DEC,3,5:00
Katlyn Chookagian,WEIGHT: 125 lbs.,"Katlyn Chookagian

Irene Aldana",WIN,S-DEC,3,5:00
Katlyn Chookagian,WEIGHT: 125 lbs.,"Katlyn Chookagian

Liz Carmouche",LOSS,S-DEC,3,5:00
Katlyn Chookagian,WEIGHT: 125 lbs.,"Katlyn Chookagian

Lauren Murphy",WIN,U-DEC,3,5:00
Will Chope,WEIGHT: 145 lbs.,,,,,
Will Chope,WEIGHT: 145 lbs.,"Will Chope

Max Holloway",LOSS,KO/TKO,2,2:27
Joachim Christensen,WEIGHT: 205 lbs.,,,,,
Joachim Christensen,WEIGHT: 205 lbs.,"Joachim Christensen

Dominick Reyes",LOSS,KO/TKO,1,0:29
Joachim Christensen,WEIGHT: 205 lbs.,"Joachim Christensen

Gadzhimurad Antigulov",LOSS,SUB,1,2:21
Joachim Christensen,WEIGHT: 205 lbs.,"Joachim Christensen

Bojan Mihajlovic",WIN,KO/TKO,3,2:05
Joachim Christensen,WEIGHT: 205 lbs.,"Joachim Christensen

Henrique da Silva",LOSS,SUB,2,4:43
Dan Christison,WEIGHT: 265 lbs.,,,,,
Dan Christison,WEIGHT: 265 lbs.,"Dan Christison

Frank Mir",LOSS,U-DEC,3,5:00
Dan Christison,WEIGHT: 265 lbs.,"Dan Christison

Brad Imes",WIN,SUB ,3,3:37
Anthony Christodoulou,WEIGHT: 155 lbs.,,,,,
Anthony Christodoulou,WEIGHT: 155 lbs.,"Anthony Christodoulou

Scott Holtzman",LOSS,SUB,3,2:40
Anthony Christodoulou,WEIGHT: 155 lbs.,"Anthony Christodoulou

Mairbek Taisumov",LOSS,KO/TKO,2,0:38
Murad Chunkaiev,WEIGHT: 185 lbs.,,,,,
Murad Chunkaiev,WEIGHT: 185 lbs.,"Murad Chunkaiev

Murilo Rua",LOSS,SUB,1,3:31
Cameron Church,WEIGHT: 155 lbs.,,,,,
Cameron Church,WEIGHT: 155 lbs.,"Cameron Church

Sherrard Blackledge",LOSS,U-DEC,3,5:00
Steven Ciaccio,WEIGHT: 170 lbs.,,,,,
Mike Ciesnolevicz,WEIGHT: 235 lbs.,,,,,
Mike Ciesnolevicz,WEIGHT: 235 lbs.,"Mike Ciesnolevicz

Tomasz Drwal",LOSS,KO/TKO,1,4:48
Mike Ciesnolevicz,WEIGHT: 235 lbs.,"Mike Ciesnolevicz

Neil Grove",WIN,SUB,1,1:03
Hannah Cifers,WEIGHT: 115 lbs.,,,,,
Hannah Cifers,WEIGHT: 115 lbs.,"Hannah Cifers

Mallory Martin",LOSS,SUB,2,1:33
Hannah Cifers,WEIGHT: 115 lbs.,"Hannah Cifers

Mariya Agapova",LOSS,SUB,1,2:42
Hannah Cifers,WEIGHT: 115 lbs.,"Hannah Cifers

Mackenzie Dern",LOSS,SUB,1,2:36
Hannah Cifers,WEIGHT: 115 lbs.,"Hannah Cifers

Angela Hill",LOSS,KO/TKO,2,4:26
Hannah Cifers,WEIGHT: 115 lbs.,"Hannah Cifers

Jodie Esquibel",WIN,U-DEC,3,5:00
Hannah Cifers,WEIGHT: 115 lbs.,"Hannah Cifers

Polyana Viana",WIN,S-DEC,3,5:00
Hannah Cifers,WEIGHT: 115 lbs.,"Hannah Cifers

Maycee Barber",LOSS,KO/TKO,2,2:01
Branko Cikatic,WEIGHT: 215 lbs.,,,,,
Branko Cikatic,WEIGHT: 215 lbs.,"Branko Cikatic

Maurice Smith",LOSS,SUB,1,7:33
Branko Cikatic,WEIGHT: 215 lbs.,"Branko Cikatic

Mark Kerr",LOSS,DQ,1,2:14
Nikolajus Cilkinas,WEIGHT: --,,,,,
Nikolajus Cilkinas,WEIGHT: --,"Nikolajus Cilkinas

Alistair Overeem",LOSS,SUB,1,1:42
Misha Cirkunov,WEIGHT: 205 lbs.,,,,,
Misha Cirkunov,WEIGHT: 205 lbs.,"Misha Cirkunov

Alonzo Menifield",LOSS,KO/TKO,1,1:28
Misha Cirkunov,WEIGHT: 205 lbs.,"Misha Cirkunov

Wellington Turman",LOSS,SUB,2,1:29
Misha Cirkunov,WEIGHT: 205 lbs.,"Misha Cirkunov

Krzysztof Jotko",LOSS,S-DEC,3,5:00
Misha Cirkunov,WEIGHT: 205 lbs.,"Misha Cirkunov

Ryan Spann",LOSS,KO/TKO,1,1:11
Misha Cirkunov,WEIGHT: 205 lbs.,"Misha Cirkunov

Jimmy Crute",WIN,SUB ,1,3:38
Misha Cirkunov,WEIGHT: 205 lbs.,"Misha Cirkunov

Johnny Walker",LOSS,KO/TKO,1,0:36
Misha Cirkunov,WEIGHT: 205 lbs.,"Misha Cirkunov

Patrick Cummins",WIN,SUB,1,2:40
Misha Cirkunov,WEIGHT: 205 lbs.,"Misha Cirkunov

Glover Teixeira",LOSS,KO/TKO,1,2:45
Misha Cirkunov,WEIGHT: 205 lbs.,"Misha Cirkunov

Volkan Oezdemir",LOSS,KO/TKO,1,0:28
Misha Cirkunov,WEIGHT: 205 lbs.,"Misha Cirkunov

Nikita Krylov",WIN,SUB,1,4:38
Misha Cirkunov,WEIGHT: 205 lbs.,"Misha Cirkunov

Ion Cutelaba",WIN,SUB,3,1:22
Misha Cirkunov,WEIGHT: 205 lbs.,"Misha Cirkunov

Alex Nicholson",WIN,SUB,2,1:28
Misha Cirkunov,WEIGHT: 205 lbs.,"Misha Cirkunov

Daniel Jolly",WIN,KO/TKO,1,4:45
Johnny Cisneros,WEIGHT: 170 lbs.,,,,,
Laverne Clark,WEIGHT: 170 lbs.,,,,,
Laverne Clark,WEIGHT: 170 lbs.,"Laverne Clark

Frank Trigg",LOSS,KO/TKO,3,2:15
Laverne Clark,WEIGHT: 170 lbs.,"Laverne Clark

Fabiano Iha",LOSS,SUB,1,1:10
Laverne Clark,WEIGHT: 170 lbs.,"Laverne Clark

Koji Oishi",WIN,M-DEC,3,5:00
Laverne Clark,WEIGHT: 170 lbs.,"Laverne Clark

Fabiano Iha",WIN,KO/TKO,1,1:21
Laverne Clark,WEIGHT: 170 lbs.,"Laverne Clark

Frank Caracci",WIN,KO/TKO,1,6:52
Laverne Clark,WEIGHT: 170 lbs.,"Laverne Clark

Josh Stuart",WIN,KO/TKO,1,1:15
Logan Clark,WEIGHT: 185 lbs.,,,,,
Logan Clark,WEIGHT: 185 lbs.,"Logan Clark

Scott Harper",WIN,KO/TKO,1,4:37
Logan Clark,WEIGHT: 185 lbs.,"Logan Clark

Eric Schambari",LOSS,U-DEC ,3,5:00
Logan Clark,WEIGHT: 185 lbs.,"Logan Clark

Blas Avena",WIN,KO/TKO,3,4:23
Logan Clark,WEIGHT: 185 lbs.,"Logan Clark

Steve Byrnes",WIN,U-DEC,3,5:00
Mychal Clark,WEIGHT: 224 lbs.,,,,,
Mychal Clark,WEIGHT: 224 lbs.,"Mychal Clark

Josh Bennett",WIN,KO/TKO,2,5:00
Dominic Clark,WEIGHT: 155 lbs.,,,,,
Dominic Clark,WEIGHT: 155 lbs.,"Dominic Clark

David Douglas",LOSS,KO/TKO,2,2:33
Heather Clark,WEIGHT: 115 lbs.,,,,,
Heather Clark,WEIGHT: 115 lbs.,"Heather Clark

Alexa Grasso",LOSS,U-DEC,3,5:00
Heather Clark,WEIGHT: 115 lbs.,"Heather Clark

Karolina Kowalkiewicz",LOSS,U-DEC,3,5:00
Heather Clark,WEIGHT: 115 lbs.,"Heather Clark

Bec Rawlings",WIN,U-DEC,3,5:00
Devin Clark,WEIGHT: 205 lbs.,,,,,
Devin Clark,WEIGHT: 205 lbs.,"Devin Clark

Kennedy Nzechukwu",NEXT,,,
Devin Clark,WEIGHT: 205 lbs.,"Devin Clark

Da Woon Jung",WIN,U-DEC,3,5:00
Devin Clark,WEIGHT: 205 lbs.,"Devin Clark

Azamat Murzakanov",LOSS,KO/TKO,3,1:18
Devin Clark,WEIGHT: 205 lbs.,"Devin Clark

William Knight",WIN,KO/TKO,3,3:21
Devin Clark,WEIGHT: 205 lbs.,"Devin Clark

Ion Cutelaba",LOSS,U-DEC,3,5:00
Devin Clark,WEIGHT: 205 lbs.,"Devin Clark

Anthony Smith",LOSS,SUB,1,2:34
Devin Clark,WEIGHT: 205 lbs.,"Devin Clark

Alonzo Menifield",WIN,U-DEC,3,5:00
Devin Clark,WEIGHT: 205 lbs.,"Devin Clark

Dequan Townsend",WIN,U-DEC,3,5:00
Devin Clark,WEIGHT: 205 lbs.,"Devin Clark

Ryan Spann",LOSS,SUB,2,2:01
Devin Clark,WEIGHT: 205 lbs.,"Devin Clark

Darko Stosic",WIN,U-DEC,3,5:00
Devin Clark,WEIGHT: 205 lbs.,"Devin Clark

Aleksandar Rakic",LOSS,KO/TKO,1,4:05
Devin Clark,WEIGHT: 205 lbs.,"Devin Clark

Mike Rodriguez",WIN,U-DEC,3,5:00
Devin Clark,WEIGHT: 205 lbs.,"Devin Clark

Jan Blachowicz",LOSS,SUB,2,3:02
Devin Clark,WEIGHT: 205 lbs.,"Devin Clark

Jake Collier",WIN,U-DEC,3,5:00
Devin Clark,WEIGHT: 205 lbs.,"Devin Clark

Josh Stansbury",WIN,U-DEC,3,5:00
Devin Clark,WEIGHT: 205 lbs.,"Devin Clark

Alex Nicholson",LOSS,KO/TKO,1,4:57
Jessica-Rose Clark,WEIGHT: 135 lbs.,,,,,
Jessica-Rose Clark,WEIGHT: 135 lbs.,"Jessica-Rose Clark

Tainara Lisboa",NEXT,,,
Jessica-Rose Clark,WEIGHT: 135 lbs.,"Jessica-Rose Clark

Julija Stoliarenko",LOSS,SUB,1,0:42
Jessica-Rose Clark,WEIGHT: 135 lbs.,"Jessica-Rose Clark

Stephanie Egger",LOSS,SUB,1,3:44
Jessica-Rose Clark,WEIGHT: 135 lbs.,"Jessica-Rose Clark

Joselyne Edwards",WIN,U-DEC,3,5:00
Jessica-Rose Clark,WEIGHT: 135 lbs.,"Jessica-Rose Clark

Sarah Alpar",WIN,KO/TKO,3,4:21
Jessica-Rose Clark,WEIGHT: 135 lbs.,"Jessica-Rose Clark

Pannie Kianzad",LOSS,U-DEC,3,5:00
Jessica-Rose Clark,WEIGHT: 135 lbs.,"Jessica-Rose Clark

Jessica Eye",LOSS,U-DEC,3,5:00
Jessica-Rose Clark,WEIGHT: 135 lbs.,"Jessica-Rose Clark

Paige VanZant",WIN,U-DEC,3,5:00
Jessica-Rose Clark,WEIGHT: 135 lbs.,"Jessica-Rose Clark

Bec Rawlings",WIN,S-DEC,3,5:00
John Clarke,WEIGHT: 170 lbs.,,,,,
John Clarke,WEIGHT: 170 lbs.,"John Clarke

Joe Ray",LOSS,KO/TKO,1,3:14
Mitch Clarke,WEIGHT: 155 lbs.,,,,,
Mitch Clarke,WEIGHT: 155 lbs.,"Mitch Clarke

Alex White",LOSS,KO/TKO,2,4:36
Mitch Clarke,WEIGHT: 155 lbs.,"Mitch Clarke

Joe Duffy",LOSS,SUB,1,0:25
Mitch Clarke,WEIGHT: 155 lbs.,"Mitch Clarke

Michael Chiesa",LOSS,U-DEC,3,5:00
Mitch Clarke,WEIGHT: 155 lbs.,"Mitch Clarke

Al Iaquinta",WIN,SUB ,2,0:57
Mitch Clarke,WEIGHT: 155 lbs.,"Mitch Clarke

John Maguire",WIN,U-DEC,3,5:00
Mitch Clarke,WEIGHT: 155 lbs.,"Mitch Clarke

Anton Kuivanen",LOSS,S-DEC,3,5:00
Mitch Clarke,WEIGHT: 155 lbs.,"Mitch Clarke

John Cholish",LOSS,KO/TKO,2,4:36
Rich Clementi,WEIGHT: 155 lbs.,,,,,
Rich Clementi,WEIGHT: 155 lbs.,"Rich Clementi

Shinya Aoki",LOSS,SUB,2,2:32
Rich Clementi,WEIGHT: 155 lbs.,"Rich Clementi

Gleison Tibau",LOSS,SUB,1,4:35
Rich Clementi,WEIGHT: 155 lbs.,"Rich Clementi

Gray Maynard",LOSS,U-DEC,3,5:00
Rich Clementi,WEIGHT: 155 lbs.,"Rich Clementi

Terry Etim",WIN,U-DEC,3,5:00
Rich Clementi,WEIGHT: 155 lbs.,"Rich Clementi

Sam Stout",WIN,S-DEC,3,5:00
Rich Clementi,WEIGHT: 155 lbs.,"Rich Clementi

Melvin Guillard",WIN,SUB,1,4:40
Rich Clementi,WEIGHT: 155 lbs.,"Rich Clementi

Anthony Johnson",WIN,SUB,2,3:05
Rich Clementi,WEIGHT: 155 lbs.,"Rich Clementi

Roan Carneiro",LOSS,U-DEC,3,5:00
Rich Clementi,WEIGHT: 155 lbs.,"Rich Clementi

Ross Pointon",WIN,SUB,2,4:53
Rich Clementi,WEIGHT: 155 lbs.,"Rich Clementi

Din Thomas",LOSS,SUB,2,3:11
Rich Clementi,WEIGHT: 155 lbs.,"Rich Clementi

Yves Edwards",LOSS,SUB,3,4:07
Chris Clements,WEIGHT: 170 lbs.,,,,,
Chris Clements,WEIGHT: 170 lbs.,"Chris Clements

Nordine Taleb",LOSS,U-DEC,3,5:00
Chris Clements,WEIGHT: 170 lbs.,"Chris Clements

Vik Grujic",WIN,KO/TKO,1,3:06
Chris Clements,WEIGHT: 170 lbs.,"Chris Clements

Stephen Thompson",LOSS,KO/TKO,2,1:27
Chris Clements,WEIGHT: 170 lbs.,"Chris Clements

Matthew Riddle",NC,Overturned,3,2:02
Chris Clements,WEIGHT: 170 lbs.,"Chris Clements

Keith Wisniewski",WIN,S-DEC,3,5:00
RJ Clifford,WEIGHT: 160 lbs.,,,,,
RJ Clifford,WEIGHT: 160 lbs.,"RJ Clifford

Jeremy Umphries",LOSS,SUB,2,2:27
Mark Climaco,WEIGHT: 125 lbs.,,,,,
Josh Clopton,WEIGHT: 145 lbs.,,,,,
Josh Clopton,WEIGHT: 145 lbs.,"Josh Clopton

Rani Yahya",LOSS,U-DEC,3,5:00
Josh Clopton,WEIGHT: 145 lbs.,"Josh Clopton

Steven Siler",LOSS,U-DEC,3,5:00
Brian Cobb,WEIGHT: 155 lbs.,,,,,
Brian Cobb,WEIGHT: 155 lbs.,"Brian Cobb

Terry Etim",LOSS,KO/TKO,2,0:10
Darryl Cobb,WEIGHT: 185 lbs.,,,,,
Darryl Cobb,WEIGHT: 185 lbs.,"Darryl Cobb

Booker DeRousse",WIN,S-DEC,3,5:00
Darryl Cobb,WEIGHT: 185 lbs.,"Darryl Cobb

Gary Tapusoa",WIN,S-DEC,3,5:00
Dave Cochran,WEIGHT: 155 lbs.,,,,,
Dave Cochran,WEIGHT: 155 lbs.,"Dave Cochran

Pat Benson",LOSS,SUB,1,2:42
Dakota Cochrane,WEIGHT: 155 lbs.,,,,,
Marloes Coenen,WEIGHT: 145 lbs.,,,,,
Marloes Coenen,WEIGHT: 145 lbs.,"Marloes Coenen

Fiona Muxlow",WIN,SUB,1,3:29
Marloes Coenen,WEIGHT: 145 lbs.,"Marloes Coenen

Miesha Tate",LOSS,SUB,4,3:03
Marloes Coenen,WEIGHT: 145 lbs.,"Marloes Coenen

Liz Carmouche",WIN,SUB,4,1:29
Marloes Coenen,WEIGHT: 145 lbs.,"Marloes Coenen

Sarah Kaufman",WIN,SUB,3,1:59
Marloes Coenen,WEIGHT: 145 lbs.,"Marloes Coenen

Cristiane Justino",LOSS,KO/TKO,3,3:40
Marloes Coenen,WEIGHT: 145 lbs.,"Marloes Coenen

Roxanne Modafferi",WIN,SUB,1,1:05
Marc Cofer,WEIGHT: 185 lbs.,,,,,
Marc Cofer,WEIGHT: 185 lbs.,"Marc Cofer

Mitch Whitesel",LOSS,SUB,1,3:55
John Cofer,WEIGHT: 155 lbs.,,,,,
John Cofer,WEIGHT: 155 lbs.,"John Cofer

Mike Rio",LOSS,SUB,3,4:11
John Cofer,WEIGHT: 155 lbs.,"John Cofer

Justin Lawrence",LOSS,KO/TKO ,3,0:19
Chris Coggins,WEIGHT: --,,,,,
Felipe Colares,WEIGHT: 145 lbs.,,,,,
Felipe Colares,WEIGHT: 145 lbs.,"Felipe Colares

Chase Hooper",LOSS,KO/TKO,3,3:00
Felipe Colares,WEIGHT: 145 lbs.,"Felipe Colares

Chris Gutierrez",LOSS,S-DEC,3,5:00
Felipe Colares,WEIGHT: 145 lbs.,"Felipe Colares

Luke Sanders",WIN,U-DEC,3,5:00
Felipe Colares,WEIGHT: 145 lbs.,"Felipe Colares

Montel Jackson",LOSS,U-DEC,3,5:00
Felipe Colares,WEIGHT: 145 lbs.,"Felipe Colares

Domingo Pilarte",WIN,S-DEC,3,5:00
Felipe Colares,WEIGHT: 145 lbs.,"Felipe Colares

Geraldo de Freitas",LOSS,U-DEC,3,5:00
Wayne Cole,WEIGHT: 205 lbs.,,,,,
Wayne Cole,WEIGHT: 205 lbs.,"Wayne Cole

Rafael Cavalcante",LOSS,KO/TKO,1,2:47
Wayne Cole,WEIGHT: 205 lbs.,"Wayne Cole

Mike Kyle",WIN,SUB,1,0:42
Devin Cole,WEIGHT: 240 lbs.,,,,,
Devin Cole,WEIGHT: 240 lbs.,"Devin Cole

Gabriel Salinas-Jones",WIN,U-DEC,3,5:00
Devin Cole,WEIGHT: 240 lbs.,"Devin Cole

Shawn Jordan",WIN,U-DEC,3,5:00
Devin Cole,WEIGHT: 240 lbs.,"Devin Cole

Daniel Cormier",LOSS,U-DEC,3,5:00
Devin Cole,WEIGHT: 240 lbs.,"Devin Cole

Ben Rothwell",LOSS,KO/TKO,1,3:16
Devin Cole,WEIGHT: 240 lbs.,"Devin Cole

Mike Kyle",WIN,KO/TKO,2,2:56
Coltin Cole,WEIGHT: 185 lbs.,,,,,
Coltin Cole,WEIGHT: 185 lbs.,"Coltin Cole

Booker DeRousse",LOSS,KO/TKO,2,3:04
Ivan Cole,WEIGHT: 135 lbs.,,,,,
Mark Coleman,WEIGHT: 205 lbs.,,,,,
Mark Coleman,WEIGHT: 205 lbs.,"Mark Coleman

Randy Couture",LOSS,SUB,2,1:09
Mark Coleman,WEIGHT: 205 lbs.,"Mark Coleman

Stephan Bonnar",WIN,U-DEC,3,5:00
Mark Coleman,WEIGHT: 205 lbs.,"Mark Coleman

Mauricio Rua",LOSS,KO/TKO ,3,4:36
Mark Coleman,WEIGHT: 205 lbs.,"Mark Coleman

Fedor Emelianenko",LOSS,SUB,2,1:15
Mark Coleman,WEIGHT: 205 lbs.,"Mark Coleman

Mauricio Rua",WIN,KO/TKO,1,0:49
Mark Coleman,WEIGHT: 205 lbs.,"Mark Coleman

Milco Voorn",WIN,SUB,1,0:56
